"ProductId","Title","Visible","Locked","PriceRange","Image","BuyUrl","RawExternal"
"6a1c2fbea2f3e94ff40d99d6","Phat Gorrilla Elite Gold Tee","True","False","£29.99","https://images-api.printify.com/mockup/6a1c2fbea2f3e94ff40d99d6/12124/92570/phat-gorrilla-elite-gold-tee.jpg?camera_label=front","https://phat-gorrilla.printify.me/product/28995236","{""id"":""28995236"",""handle"":""https://phat-gorrilla.printify.me/product/28995236"",""type"":15}"
"6a1c2fc49979063366079e02","Phat Gorrilla Elite Crest Sweatshirt","True","False","£39.99","https://images-api.printify.com/mockup/6a1c2fc49979063366079e02/62629/99286/phat-gorrilla-elite-crest-sweatshirt.jpg?camera_label=front","https://phat-gorrilla.printify.me/product/28995238","{""id"":""28995238"",""handle"":""https://phat-gorrilla.printify.me/product/28995238"",""type"":15}"
"6a1c2fca4229d0bf980244ef","Phat Gorrilla Elite Shield Hoodie","True","False","£44.99","https://images-api.printify.com/mockup/6a1c2fca4229d0bf980244ef/62275/99231/phat-gorrilla-elite-shield-hoodie.jpg?camera_label=front","https://phat-gorrilla.printify.me/product/28995239","{""id"":""28995239"",""handle"":""https://phat-gorrilla.printify.me/product/28995239"",""type"":15}"
